,Description (also set on the server),Exp (also set on the server),Card,Tome Section,Index,Flag 1,Flag 2,"Flag 3 ",Flag 4,Flag 5,Flag 6,Flag 7,Flag 8,Flag 9,Flag 10,Flag 11,Flag 12,Flag 13,Flag 14,Flag 15,Flag 16,Flag 17,Flag 18,Flag 19,Flag 20,Flag 21,Flag 22,Flag 23,Flag 24,Flag 25,Flag 26,Flag 27,Flag 28,Flag 29,Flag 30,Flag 31,Flag 32,Flag 33,Flag 34,Flag 35,Flag 36
6500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6524,PQ Map point - DARK ELF APQs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6525,PQ Map point - Spires of Narthain,,,50,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6526,PQ Map point - The Watchtower,,,50,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6527,PQ Map point - Mistwood Grove,,,50,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6528,PQ Map point - Nimosar,,,50,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6529,PQ Map point - Dreamshade Forest,,,50,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6530,PQ Map point - Golden Tor,,,50,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6531,PQ Map point - Gon'Seraph,,,50,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6532,PQ Map point - Lionhome Lodge,,,50,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6533,PQ Map point - Stone of Valetear,,,50,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6534,PQ Map point - Tor Achare,,,50,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6535,PQ Map point - Out of the Shadows,,,50,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6536,PQ Map point - Rock of Galirian,,,50,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6537,PQ Map point - Ruins of Anlec,,,50,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6538,PQ Map point - The Gloomridge Copse,,,50,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6539,PQ Map point - Jagged Coast,,,50,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6540,PQ Map point - Ruins of Nagarythe,,,50,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6541,PQ Map point - Dawn's Early Fight,,,50,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6542,PQ Map point - Stone of Ecelsion,,,50,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6543,PQ Map point - The Griffon Gate,,,50,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6544,PQ Map point - Town of Berhessa,,,50,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6545,PQ Map point - Monument of Narialle,,,50,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6546,PQ Map point - Reservation of Honor,,,50,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6547,PQ Map point - Reaver's End,,,50,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6548,PQ Map point - Tor Elyr,,,50,207,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6549,PQ Map point - Whitefire Tor,,,50,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6550,PQ Map point - Spirited Resistance,,,50,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6551,PQ Map point - Wavesinger,,,50,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552,PQ Map point - Quyl-Isha Temple,,,50,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6553,PQ Map point - Everspring,,,50,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6554,PQ Map point - The Pool of Elthrai,,,50,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6555,PQ Map point - Dartian Forest,,,50,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6556,PQ Map point - Watchtower of Aethwyn,,,50,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6557,PQ Map point - Sea Guard Beachhead,,,50,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6558,PQ Map point - The Jade Stand,,,50,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6559,PQ Map point - Whitemoon Manor,,,50,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6560,PQ Map point - Trial By Fire,,,50,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6561,PQ Map point - Recompense,,,50,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6562,PQ Map point - The White Tower of Hoeth,,,50,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6563,PQ Map point - Ghyran's Embrace,,,50,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6564,PQ Map point - House of Cards,,,50,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6565,PQ Map point - The Battle of Aderaal,,,50,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6566,PQ Map point - The Vault of the Dragon Princes,,,50,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6567,PQ Map point - Kelysian's Landing,,,50,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6568,PQ Map point - The Fortress of Caledor,,,50,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6569,PQ Map point - Loryndaal,,,50,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6570,PQ Map point - Malyros' Rest,,,50,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6571,PQ Map point - The Ritual of Light,,,50,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6572,PQ Map point - The Ritual of Fire,,,50,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6573,PQ Map point - The Ritual of Metal,,,50,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6574,PQ Map point - The Ritual of Shadows,,,50,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6575,PQ Map point - Keeper's Vigil,,,50,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6576,PQ Map point - Dragonwatch Falls,,,50,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6577,PQ Map point - Galiron's Mouth,,,50,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6578,PQ Map point - The Caladain Steppe,,,50,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6579,PQ Map point - The Caladain Gate,,,50,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6580,PQ Map point - Caladain's Furnace,,,50,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6581,PQ Map point - Senthoi Pool,,,50,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6582,PQ Map point - Woodsong Manor,,,50,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6583,PQ Map point - The Phoenix Eye,,,50,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6584,PQ Map point - Blind Justice,,,50,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6585,PQ Map point - Dawnbreak Manor,,,50,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6586,PQ Map point - Spirits of Eataine,,,50,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6587,PQ Map point - Follow the Light,,,50,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6588,PQ Map point - Last Stand,,,50,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6589,PQ Map point - Glittering Citadel,,,50,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6592,PQ Map point - DARK ELF vs HIGH ELF - BOs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6636,PQ Map point - DWARF APQs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6637,PQ Map point - Battle of Bitterstone,50,,50,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6638,PQ Map point - Durak's Gate,50,,50,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6639,PQ Map point - Engine Number Nine,50,,50,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6640,PQ Map point - Murgluk's Gits,50,,50,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6641,PQ Map point - Kron Komar Gap,50,,50,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6642,PQ Map point - Bloodhorn Barrens,50,,50,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6643,PQ Map point - Siege of Komar,50,,50,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6644,PQ Map point - Marghaz Bloodtoof Ritual,50,,50,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6645,PQ Map point - Traitor's Watch,50,,50,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6646,PQ Map point - Gutrot Mine,50,,50,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6647,PQ Map point - Oathgold Burrow,50,,50,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6648,PQ Map point - Axerust Peak,50,,50,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6649,PQ Map point - Foul Ruins,50,,50,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6650,PQ Map point - Assault on Coal Ridge Depot,50,,50,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6651,PQ Map point - Marsh Conquest,50,,50,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6652,PQ Map point - Battle at Blood Fen,50,,50,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6653,PQ Map point - Bar Dawazbak,50,,50,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6654,PQ Map point - Korgoth's Raiders,50,,50,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6655,PQ Map point - Gudrim's Veterans,50,,50,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6656,PQ Map point - Tree of Beards,50,,50,1,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6657,PQ Map point - Legacy of the Mourkain,50,,50,1,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6658,PQ Map point - Dam Boglars,50,,50,1,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6659,PQ Map point - Agymah's Lair,50,,50,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6660,PQ Map point - The Tower of Neborhest,50,,50,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6661,PQ Map point - Neborhest's Vanguard,50,,50,1,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6662,PQ Map point - The Cauldron,50,,50,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6663,PQ Map point - Kazad Drung,50,,50,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6664,PQ Map point - Savage Assault,50,,50,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6665,PQ Map point - Revoltin' Gobbos,50,,50,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6666,PQ Map point - Fireforge's Camp,50,,50,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6667,PQ Map point - Troll Island,50,,50,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6668,PQ Map point - Moonfang Remnant,50,,50,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6669,PQ Map point - Grimbeard Station,50,,50,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6670,PQ Map point - Hindelburg,50,,50,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6671,PQ Map point - Putrid Tar Pits,50,,50,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6672,PQ Map point - Skullbreaker Ridge,50,,50,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6673,PQ Map point - Tomb of Kali'Amon,50,,50,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6674,PQ Map point - Black Orc Slog,50,,50,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6675,PQ Map point - Bloody Savages,50,,50,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6676,PQ Map point - Skullsmasha's Boyz,50,,50,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6677,PQ Map point - Ambush Pass,50,,50,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6678,PQ Map point - Evil Axis,50,,50,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6679,PQ Map point - Plague Mist Vale,50,,50,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6680,PQ Map point - Gates of Grung Grimaz,50,,50,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6681,PQ Map point - The Sealed Tower,50,,50,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6682,PQ Map point - Night Riders,50,,50,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6683,PQ Map point - Dragon's Blessing,50,,50,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6684,PQ Map point - Red with Envy,50,,50,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6685,PQ Map point - Ungry Ungry Greenskins,50,,50,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6686,PQ Map point - Ashreaver Tribe Stronghold,50,,50,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6687,PQ Map point - The Cult of Drakk,50,,50,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6688,PQ Map point - Peak's Edge,50,,50,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6689,PQ Map point - Emberlight Mine,50,,50,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6690,PQ Map point - Ankul Grob,50,,50,5,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6691,PQ Map point - Whoosha's Boyz,50,,50,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6692,PQ Map point - Da Great Smashin' Pit,50,,50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6693,PQ Map point - Venom Lake,50,,50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6694,PQ Map point - Bait and Hit,50,,50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6695,PQ Map point - Gobbo Carvas,50,,50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6696,PQ Map point - Magister Dhetal,50,,50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6697,PQ Map point - Muck Pen,50,,50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6698,PQ Map point - The Defiled Anvil,50,,50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6699,PQ Map point - Dammaz Skar,50,,50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6700,PQ Map point - Poisonwing Canyon,50,,50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6702,PQ Map point - DWARF vs GREENSKIN - BOs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6745,PQ Map point - EMPIRE APQs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6746,PQ Map point - Raven Host Vanguard,50,,50,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6747,PQ Map point - The Burning Windmill,50,,50,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6748,PQ Map point - Ruins of Schloss von Rubendorff,50,,50,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6749,PQ Map point - The Norse are Coming!,50,,50,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6750,PQ Map point - The Webworks,50,,50,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6751,PQ Map point - Faewulf's Rest,50,,50,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6752,PQ Map point - Pillagers' Approach,50,,50,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
